post_text,evidence,evidence_original,source_combo,DSM5_symptom,status,sentence_id
Maybe a better future that i could've,Maybe a better future that i could've,Maybe a better future that i could have,ta_contraction,SPECIAL_CASE,1,s_2401_24_0
I'm just sad.,I'm just sad.,I am just sad.,ta_contraction,DEPRESSED_MOOD,1,s_1681_1030_1
"I didnt think I'd cry, but I did.","I didnt think I'd cry, but I did.","I didnt think I would cry, but I did.",ta_contraction,DEPRESSED_MOOD,0,s_3066_1007_7
Im in a diet and I've cravings.,Im in a diet and I've cravings.,Im in a diet and I have cravings.,ta_contraction,APPETITE_CHANGE,0,s_299_514_0
I've more energy.,I've more energy.,I have more energy.,ta_contraction,SPECIAL_CASE,1,s_2065_472_7
I'm fucking ANGRY now.,I'm fucking ANGRY now.,I am fucking ANGRY now.,ta_contraction,DEPRESSED_MOOD,0,s_188_399_2
Yet I'm depressed.,Yet I'm depressed.,Yet I am depressed.,ta_contraction,DEPRESSED_MOOD,1,s_2139_3_2
I'm such an irritable dick.,I'm such an irritable dick.,I am such an irritable dick.,ta_contraction,DEPRESSED_MOOD,0,s_1749_691_5
I'm anxious much of the time.,I'm anxious much of the time.,I am anxious much of the time.,ta_contraction,PSYCHOMOTOR,1,s_716_38_24
Now I'm sad.,Now I'm sad.,Now I am sad.,ta_contraction,DEPRESSED_MOOD,0,s_1681_799_2
"Cross my heart, I'd cry sometimes.","Cross my heart, I'd cry sometimes.","Cross my heart, I would cry sometimes.",ta_contraction,DEPRESSED_MOOD,0,s_469_428_1
I'm big sad right now.,I'm big sad right now.,I am big sad right now.,ta_contraction,DEPRESSED_MOOD,1,s_2080_955_0
Oh yea I'd like to die,Oh yea I'd like to die,Oh yea I would like to die,ta_contraction,SUICIDAL_THOUGHTS,1,s_2781_521_0
i've no more energy.,i've no more energy.,i have no more energy.,ta_contraction,FATIGUE,1,s_2107_102_4
"I desperately need sleep but every single fucking time that 'thing' taps and bangs, I fear if i sleep it'll come out of the fireplace and decorate my room in my remains, my world is spinning, I'm going to try to sleep tonight.","I desperately need sleep but every single fucking time that 'thing' taps and bangs, I fear if i sleep it'll come out of the fireplace and decorate my room in my remains, my world is spinning, I'm going to try to sleep tonight.","I desperately need sleep but every single fucking time that 'thing' taps and bangs, I fear if i sleep it will come out of the fireplace and decorate my room in my remains, my world is spinning, I'm going to try to sleep tonight.",ta_contraction,SLEEP_ISSUES,0,s_2544_1099_12
I've sleep problems too.,I've sleep problems too.,I have sleep problems too.,ta_contraction,SLEEP_ISSUES,0,s_2502_62_2
I've failed all my previous attempts.,I've failed all my previous attempts.,I have failed all my previous attempts.,ta_contraction,WORTHLESSNESS,1,s_2409_43_9
I'm feeling depressed.,I'm feeling depressed.,I am feeling depressed.,ta_contraction,DEPRESSED_MOOD,1,s_993_781_1
I've lost all interest.,I've lost all interest.,I have lost all interest.,ta_contraction,ANHEDONIA,1,s_993_781_12
I've a very hardtime making decisions.,I've a very hardtime making decisions.,I have a very hardtime making decisions.,ta_contraction,COGNITIVE_ISSUES,1,s_759_88_0
i'm very hopeful i'll.,i'm very hopeful i'll.,i'm very hopeful i will.,ta_contraction,DEPRESSED_MOOD,0,s_2640_8_1
I am not suicidal and I'd never be',I am not suicidal and I'd never be',I am not suicidal and I would never be',ta_contraction,SUICIDAL_THOUGHTS,0,s_2476_278_1
i'm angry all the time.,i'm angry all the time.,i am angry all the time.,ta_contraction,DEPRESSED_MOOD,1,s_2107_89_1
i've depression.,i've depression.,i have depression.,ta_contraction,DEPRESSED_MOOD,0,s_2107_11_2
"I've always felt pretty guilty about the amount that I not only sleep talk but sleep shout, actually, I pretty much only sleep shout... If I'm shouting angrily at someone in my dream then chances are I'll shout it out loud too, waking us both up.","I've always felt pretty guilty about the amount that I not only sleep talk but sleep shout, actually, I pretty much only sleep shout... If I'm shouting angrily at someone in my dream then chances are I'll shout it out loud too, waking us both up.","I've always felt pretty guilty about the amount that I not only sleep talk but sleep shout, actually, I pretty much only sleep shout... If I'm shouting angrily at someone in my dream then chances are I will shout it out loud too, waking us both up.",ta_contraction,WORTHLESSNESS,1,s_2727_538_0
I think I'd rather just shoot myself.,I think I'd rather just shoot myself.,I think I would rather just shoot myself.,ta_contraction,SUICIDAL_THOUGHTS,1,s_1294_455_7
I'm just tired at this point.,I'm just tired at this point.,I am just tired at this point.,ta_contraction,FATIGUE,1,s_592_276_0
I've no energy to study.,I've no energy to study.,I have no energy to study.,ta_contraction,FATIGUE,1,s_1404_90_5
I dont want to suicide because I'd feel guilty.,I dont want to suicide because I'd feel guilty.,I dont want to suicide because I would feel guilty.,ta_contraction,SUICIDAL_THOUGHTS,1,s_1404_218_6
I dont want to suicide because I'd feel guilty.,I dont want to suicide because I'd feel guilty.,I dont want to suicide because I would feel guilty.,ta_contraction,WORTHLESSNESS,1,s_1404_218_6
