post_text,evidence,evidence_original,source_combo,DSM5_symptom,status,sentence_id
Im so nоw.,Im so nоw.,Im so angry now.,nlp_randword_delete+ta_wordswap_homoglyph,DEPRESSED_MOOD,0,s_2953_1058_27
Im angry noԝ.,Im angry noԝ.,Im so angry now.,nlp_randword_delete+ta_wordswap_homoglyph,DEPRESSED_MOOD,0,s_2953_1058_27
"It has been a rough schoоl year for me with a lot of changes that brought me to point uncontrollable cryiոg for two days in a row, migraines, muscle tension, and aո inability really ɡet any work done with students.","It has been a rough schoоl year for me with a lot of changes that brought me to point uncontrollable cryiոg for two days in a row, migraines, muscle tension, and aո inability really ɡet any work done with students.","It has been a rough school year for me with a lot of changes that brought me to the point of uncontrollable crying for two days in a row, migraines, muscle tension, and an inability to really get any work done with my students.",nlp_randword_delete+ta_wordswap_homoglyph,SPECIAL_CASE,1,s_1190_67_2
"It hɑs beеn a rough school yeaⲅ for me with a lot of changes that brought me to point uncontrollable crying for two dɑys in a row, migraines, muscle tension, and an inability really get any work done with students.","It hɑs beеn a rough school yeaⲅ for me with a lot of changes that brought me to point uncontrollable crying for two dɑys in a row, migraines, muscle tension, and an inability really get any work done with students.","It has been a rough school year for me with a lot of changes that brought me to the point of uncontrollable crying for two days in a row, migraines, muscle tension, and an inability to really get any work done with my students.",nlp_randword_delete+ta_wordswap_homoglyph,SPECIAL_CASE,1,s_1190_67_2
I ' tⲅash.,I ' tⲅash.,I'm trash.,nlp_randword_delete+ta_wordswap_homoglyph,WORTHLESSNESS,1,s_2130_82_12
I ' trasհ.,I ' trasհ.,I'm trash.,nlp_randword_delete+ta_wordswap_homoglyph,WORTHLESSNESS,1,s_2130_82_12
I wоrthless.,I wоrthless.,I am worthless.,nlp_randword_delete+ta_wordswap_homoglyph,WORTHLESSNESS,1,s_2415_2_3
I wortհless.,I wortհless.,I am worthless.,nlp_randword_delete+ta_wordswap_homoglyph,WORTHLESSNESS,1,s_2415_2_3
I hopеless.,I hopеless.,I am hopeless.,nlp_randword_delete+ta_wordswap_homoglyph,DEPRESSED_MOOD,1,s_2415_2_4
Am hopelеss.,Am hopelеss.,I am hopeless.,nlp_randword_delete+ta_wordswap_homoglyph,DEPRESSED_MOOD,1,s_2415_2_4
I mysel𝚏.,I mysel𝚏.,I hate myself.,nlp_randword_delete+ta_wordswap_homoglyph,WORTHLESSNESS,1,s_2415_2_8
I mуself.,I mуself.,I hate myself.,nlp_randword_delete+ta_wordswap_homoglyph,WORTHLESSNESS,1,s_2415_2_8
Attempted suiciԁe.,Attempted suiciԁe.,I attempted suicide.,nlp_randword_delete+ta_wordswap_homoglyph,SUICIDAL_THOUGHTS,1,s_982_722_0
Attemptеd suicide.,Attemptеd suicide.,I attempted suicide.,nlp_randword_delete+ta_wordswap_homoglyph,SUICIDAL_THOUGHTS,1,s_982_722_0
I I ' m depresseԁ,I I ' m depresseԁ,I guess I'm depressed,nlp_randword_delete+ta_wordswap_homoglyph,DEPRESSED_MOOD,1,s_2007_693_0
I I ' m depreѕsed,I I ' m depreѕsed,I guess I'm depressed,nlp_randword_delete+ta_wordswap_homoglyph,DEPRESSED_MOOD,1,s_2007_693_0
I ' m insiԁe out.,I ' m insiԁe out.,I'm broken inside out.,nlp_randword_delete+ta_wordswap_homoglyph,DEPRESSED_MOOD,1,s_1738_327_1
I ' m iոside out.,I ' m iոside out.,I'm broken inside out.,nlp_randword_delete+ta_wordswap_homoglyph,DEPRESSED_MOOD,1,s_1738_327_1
I felt guilty aոd.,I felt guilty aոd.,I felt guilty and powerless.,nlp_randword_delete+ta_wordswap_homoglyph,WORTHLESSNESS,0,s_1692_637_106
I felt guіlty and.,I felt guіlty and.,I felt guilty and powerless.,nlp_randword_delete+ta_wordswap_homoglyph,WORTHLESSNESS,0,s_1692_637_106
I don ' t have a passion for I lost interes𝚝 in most things about the age of 10 (idk what happened to me maybe some event or onе ｍy childhood operations sometհing gone wrong) after losing 10; my time became occupied with philosophy and just time mindlessly or intеllectual things like science and math.,I don ' t have a passion for I lost interes𝚝 in most things about the age of 10 (idk what happened to me maybe some event or onе ｍy childhood operations sometհing gone wrong) after losing 10; my time became occupied with philosophy and just time mindlessly or intеllectual things like science and math.,I don't have a passion for anything I lost interest in most things about the age of 10 (idk what happened to me maybe some event or one of my childhood operations something gone wrong) after losing it at 10; my time became occupied with philosophy and just wasting time mindlessly or on intellectual things like science and math.,nlp_randword_delete+ta_wordswap_homoglyph,ANHEDONIA,1,s_212_394_1
