post_text,evidence,evidence_original,source_combo,DSM5_symptom,status,sentence_id
I'm such bringing irritable dick.,I'm such bringing irritable dick.,I am such an irritable dick.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,0,s_1749_691_5
I'm anxious many of the time.,I'm anxious many of the time.,I am anxious much of the time.,ta_contraction+ta_wordswap_embedding,PSYCHOMOTOR,1,s_716_38_24
I'm anxious greatly of the time.,I'm anxious greatly of the time.,I am anxious much of the time.,ta_contraction+ta_wordswap_embedding,PSYCHOMOTOR,1,s_716_38_24
Now I'm lamentable.,Now I'm lamentable.,Now I am sad.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,0,s_1681_799_2
Now I'm hapless.,Now I'm hapless.,Now I am sad.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,0,s_1681_799_2
"Cross my heart, I'd cry ordinarily.","Cross my heart, I'd cry ordinarily.","Cross my heart, I would cry sometimes.",ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,0,s_469_428_1
"Cross months heart, I'd cry sometimes.","Cross months heart, I'd cry sometimes.","Cross my heart, I would cry sometimes.",ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,0,s_469_428_1
I'm big sad right nowadays.,I'm big sad right nowadays.,I am big sad right now.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,1,s_2080_955_0
I'm grande sad right now.,I'm grande sad right now.,I am big sad right now.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,1,s_2080_955_0
Uhh yea I'd like to die,Uhh yea I'd like to die,Oh yea I would like to die,ta_contraction+ta_wordswap_embedding,SUICIDAL_THOUGHTS,1,s_2781_521_0
i've no larger energy.,i've no larger energy.,i have no more energy.,ta_contraction+ta_wordswap_embedding,FATIGUE,1,s_2107_102_4
i've nah more energy.,i've nah more energy.,i have no more energy.,ta_contraction+ta_wordswap_embedding,FATIGUE,1,s_2107_102_4
"I desperately need sleep but every single fucking time that 'thing' taps und bangs, I fear if i sleep it'll come out of the fireplace and decorate my room in my remains, my international is lightheaded, I'm going to tries to sleep tonight.","I desperately need sleep but every single fucking time that 'thing' taps und bangs, I fear if i sleep it'll come out of the fireplace and decorate my room in my remains, my international is lightheaded, I'm going to tries to sleep tonight.","I desperately need sleep but every single fucking time that 'thing' taps and bangs, I fear if i sleep it will come out of the fireplace and decorate my room in my remains, my world is spinning, I'm going to try to sleep tonight.",ta_contraction+ta_wordswap_embedding,SLEEP_ISSUES,0,s_2544_1099_12
I've sleep disorders too.,I've sleep disorders too.,I have sleep problems too.,ta_contraction+ta_wordswap_embedding,SLEEP_ISSUES,0,s_2502_62_2
I've sleep questions too.,I've sleep questions too.,I have sleep problems too.,ta_contraction+ta_wordswap_embedding,SLEEP_ISSUES,0,s_2502_62_2
I've failed all my formerly attempts.,I've failed all my formerly attempts.,I have failed all my previous attempts.,ta_contraction+ta_wordswap_embedding,WORTHLESSNESS,1,s_2409_43_9
I've failed all my previous try.,I've failed all my previous try.,I have failed all my previous attempts.,ta_contraction+ta_wordswap_embedding,WORTHLESSNESS,1,s_2409_43_9
I'm sensation depressed.,I'm sensation depressed.,I am feeling depressed.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,1,s_993_781_1
I'm sentiment depressed.,I'm sentiment depressed.,I am feeling depressed.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,1,s_993_781_1
I've forfeited all interest.,I've forfeited all interest.,I have lost all interest.,ta_contraction+ta_wordswap_embedding,ANHEDONIA,1,s_993_781_12
I've outof all interest.,I've outof all interest.,I have lost all interest.,ta_contraction+ta_wordswap_embedding,ANHEDONIA,1,s_993_781_12
I've a supremely hardtime making decisions.,I've a supremely hardtime making decisions.,I have a very hardtime making decisions.,ta_contraction+ta_wordswap_embedding,COGNITIVE_ISSUES,1,s_759_88_0
I've a very hardtime making rulings.,I've a very hardtime making rulings.,I have a very hardtime making decisions.,ta_contraction+ta_wordswap_embedding,COGNITIVE_ISSUES,1,s_759_88_0
i'm quite hopeful i'll.,i'm quite hopeful i'll.,i'm very hopeful i will.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,0,s_2640_8_1
i'm very encouraging i'll.,i'm very encouraging i'll.,i'm very hopeful i will.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,0,s_2640_8_1
I am not exaggerated and I'd never be',I am not exaggerated and I'd never be',I am not suicidal and I would never be',ta_contraction+ta_wordswap_embedding,SUICIDAL_THOUGHTS,0,s_2476_278_1
I am not bomber and I'd never be',I am not bomber and I'd never be',I am not suicidal and I would never be',ta_contraction+ta_wordswap_embedding,SUICIDAL_THOUGHTS,0,s_2476_278_1
i'm angry whole the time.,i'm angry whole the time.,i am angry all the time.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,1,s_2107_89_1
i'm angry totality the time.,i'm angry totality the time.,i am angry all the time.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,1,s_2107_89_1
i've recession.,i've recession.,i have depression.,ta_contraction+ta_wordswap_embedding,DEPRESSED_MOOD,0,s_2107_11_2
"I've always felt pretty guilty about the amounts that I not only sleep talk but sleep shout, actually, I pretty much only sleep shout... If I'm shouting angrily at everybody in my dream then chances are I'll shout it out loud too, waking american both up.","I've always felt pretty guilty about the amounts that I not only sleep talk but sleep shout, actually, I pretty much only sleep shout... If I'm shouting angrily at everybody in my dream then chances are I'll shout it out loud too, waking american both up.","I've always felt pretty guilty about the amount that I not only sleep talk but sleep shout, actually, I pretty much only sleep shout... If I'm shouting angrily at someone in my dream then chances are I will shout it out loud too, waking us both up.",ta_contraction+ta_wordswap_embedding,WORTHLESSNESS,1,s_2727_538_0
"I've always felt perfectly guilty about the amount that I not only sleep talk albeit sleep shout, actually, I pretty much only sleep shout... If I'm shouting angrily at someone in my daydreaming then chances are I'll shout it out loud too, waking us both up.","I've always felt perfectly guilty about the amount that I not only sleep talk albeit sleep shout, actually, I pretty much only sleep shout... If I'm shouting angrily at someone in my daydreaming then chances are I'll shout it out loud too, waking us both up.","I've always felt pretty guilty about the amount that I not only sleep talk but sleep shout, actually, I pretty much only sleep shout... If I'm shouting angrily at someone in my dream then chances are I will shout it out loud too, waking us both up.",ta_contraction+ta_wordswap_embedding,WORTHLESSNESS,1,s_2727_538_0
I think I'd rather only shoot myself.,I think I'd rather only shoot myself.,I think I would rather just shoot myself.,ta_contraction+ta_wordswap_embedding,SUICIDAL_THOUGHTS,1,s_1294_455_7
I believing I'd rather just shoot myself.,I believing I'd rather just shoot myself.,I think I would rather just shoot myself.,ta_contraction+ta_wordswap_embedding,SUICIDAL_THOUGHTS,1,s_1294_455_7
I'm just fatigued at this point.,I'm just fatigued at this point.,I am just tired at this point.,ta_contraction+ta_wordswap_embedding,FATIGUE,1,s_592_276_0
I'm just mangy at this point.,I'm just mangy at this point.,I am just tired at this point.,ta_contraction+ta_wordswap_embedding,FATIGUE,1,s_592_276_0
I've no energy pour study.,I've no energy pour study.,I have no energy to study.,ta_contraction+ta_wordswap_embedding,FATIGUE,1,s_1404_90_5
I've no energy the study.,I've no energy the study.,I have no energy to study.,ta_contraction+ta_wordswap_embedding,FATIGUE,1,s_1404_90_5
I dont want to overkill because I'd feel guilty.,I dont want to overkill because I'd feel guilty.,I dont want to suicide because I would feel guilty.,ta_contraction+ta_wordswap_embedding,SUICIDAL_THOUGHTS,1,s_1404_218_6
I dont want to bomber because I'd feel guilty.,I dont want to bomber because I'd feel guilty.,I dont want to suicide because I would feel guilty.,ta_contraction+ta_wordswap_embedding,SUICIDAL_THOUGHTS,1,s_1404_218_6
I dont want to overkill because I'd feel guilty.,I dont want to overkill because I'd feel guilty.,I dont want to suicide because I would feel guilty.,ta_contraction+ta_wordswap_embedding,WORTHLESSNESS,1,s_1404_218_6
I dont want to bomber because I'd feel guilty.,I dont want to bomber because I'd feel guilty.,I dont want to suicide because I would feel guilty.,ta_contraction+ta_wordswap_embedding,WORTHLESSNESS,1,s_1404_218_6
